text,target
lost my phone  great!!!!!!!!!!!!!  ,negative
@Bowl_the_Bunny It does. I don't even get excited when she's on anymore. It just upsets me. I was a HUGE fan. I miss the old Sarah. ,negative
"@munkimatt Its okay, Celtic have come out and said Adam's is talking crap ",positive
"I hate when you wash a vintage dress and  it comes out fab except weird things happen to it, like the lining grows bigger ",negative
Big dose of nothingness for dinner  I hate missing the gym,negative
"@kerrylouisexxx Looks like i won't be hearing from you again. Really sorry if i pissed you off. Look after yourself, princess. Bye-bye.  X",negative
@B0RNASTARtrell Me &amp;&amp; my ex had a drag out fight on the phone this morning. He's such a bitch. I fucking swear I hate that man. ,negative
"@TTBL Thanks, I've got you on follow ",positive
@peterfacinelli aww...that sucks ,negative
"@fifleaona I work in a room in the middle of the office, thus no windows. We call it the programmer cave, I  can only imagine the sky. ",negative
"Let me rephrase the last 3 jokes from dane were funny, in nfl blitz if you do somethin bad ass 3 times in a row you are on fire ",positive
To all of my wasted days ,negative
Offer accepted ,positive
Full and happy from sushi   mmmm nom nom,positive
sunbathing instead of history essays is alot funner ,positive
"@AngieGetLow HAHAHAHAHAHA seriously. man, i havent seenmy dog in a month since i dont live with my mom anymore  i miss my puppy so much.",negative
no one left to talk to?? Twitter died. ,negative
"@DAMIENSHONEY God bless you, too, Rachel!  Glad you enjoyed the verses.",positive
wish i could be there ,negative
@Julesurich ahhh i cant go  but i'll go to SF tomorrow!  wooh! cant waitt!,negative
@RyzeesMommy so good to see you even if was for a little bit!    Love you- xoxoxo...,negative
Hey @my4brats!  Long time no talk girl! ,positive
Soon going to Sligo for a couple of days - bankholiday tomorrow  See ya!,positive
"Foolishly, I typed m*rketing in my last Tweet (but with an A, not an *) Now have a shed load of related bots (and/or twats) following me. ",negative
not tired but should sleep ,negative
@micaheljcaboose well once i get a 3.0 jailbroken ipsw... il do it ,negative
Stockings are Bloody itchy! Listening to miley! Hopes Elyse had a bad day  Jks hehe,positive
Thinks i never have to say for the concerts in my town cuz i can hear them from my house. And its never good music!  off 2 c star trek.,negative
Heading to work then going to have a great time at the cardinals game ,positive
Ok.... Got em both running.  I'll let you know the outcome shortly tweeps.  First tho.... Sleeeeeep ,positive
Hunny was here today  or should i say last nite. Haha. 5 months&lt;333,positive
Being lazy today... Its raining! ,negative
@manami1 ok added u as a friend ,positive
has been driven indoors - away from her bedding plants - by the rain  ,negative
"@davidcharvet Hi i'll be in California this summer, coming from Belgium! when is your play?  on n'a plus de nvls de toi Ã  bruxelles... ",positive
OMG!!! Why Did I Do It?  Why Did I Drink So Much ,negative
@kool_aid LMAO!  woo-hoo! You made me laugh big time today! Thanks. ,positive
@loobieelectric oooooohh is she now! we must go and see ,positive
Two.5 hours and $100 later and your dog was fine! I don't want to work a double ,negative
oh man.  arms and legs hurt from gym.  better go tomorrow too to toughen them up!  ,positive
my cable internet connection is ridiculously slow today. ,negative
Just a reminder to read Chapter 1 of Joshua before tomorrow evening   &quot;...Be strong and of good courage; do not be afraid...&quot; (Joshua 1:9),positive
IDIOTat)shut_up_mike th*nks for the follow man  (privatestudmuff) #IDIOT,positive
@FranKoUK guitar lessons soundsss good  when?  xx,positive
chale no puedo hacer twitpic ,negative
"my 5 year old, Ben, got stung by a bee for the first time today - i have NEVER heard anyone scream that loud ",negative
I'm tryin to play hookie from work but my boss keeps callin my cell!! LOL! ,negative
Loves getting company when i look like shit ,negative
Tonight was supper fun. Chilled with some this cute guy and two pretty girls.  undercover thats always enjoyable. ;),positive
"Jake needs a ton more exercise, dude is puffing after only 15 minutes of running around  http://bit.ly/FLCFy",negative
@JavaJunky done and done!  Now what to do!?,positive
new moon ,positive
Just finished Day 2 of 3-day retreat. Good content but no web access and near north pole. Have to drive car instead of cycle ,negative
OMJ... my birthday is in 2 weeks exactally! :/ im not ready!! and that means summers almost over! ,negative
@TosynB sorry boo  who's wole bucknor?,negative
@biancamediatrix HELL YES Andy is in the TT! xD He deserves to be!  #andyhurleyday,positive
@astrishabrina susah emang long distance ituu. huhu. aku juga ngerasain ,negative
@erinmaslovar Good job baby. I'm proud of you for putting an effort in trying to be positive ,positive
@KrystlMiller I could really use a Krystl hug right about now. ,negative
@SebastienPage exactly! ,positive
"Thanks guys, seems a bit too hard to get out there right now so we not go there this time ",negative
"So far I have had 3 cold showers today, roll on this evening when I can actually do something about it. ",negative
the show went great!! ,positive
"I've only had 1 cigarette today, I'm so proud of myself! ",positive
@_sugar and i am planning on staying for kdev! i dont listen to him but he's cute live! saw him with matt pryor a bit ago and enjoyed ,positive
Otw home.. So tired.. Hoamm.. Great preach by Ps. John Scalon   http://myloc.me/11Ea,positive
"is going to sleep.. (but his other computer will not sleep tonight, but process data all night @ 100% load of its 3.4 GHz cpu..) ",positive
"@Jedi_Amara I would go if I could, really  Good night xox",negative
i cant move for the next hour lol. as my laptop battery if fully flat and the connection is loose!! ,negative
Now I'm depressed again..ugh!!! HELP!!! ,negative
@vidhyavenkat Yeah IPT ,negative
"@bana76 you just GMH, because my thesis is killing me. Bonjour ",positive
Hehehe... just kidding...my date was really actually a total bore..sorry to disappoint those of you who live vicariously through me... ,positive
"Ooh, so this is what 7 am looks like ",positive
@ColorblindFish I can't wait!!!! I want full service..... ,positive
@heathenshearth  for your poor head! wine in moderation with your motrin! *grin*,negative
I am helping a good friend get setup on Linkedin  His company is in the process of layingoff. ,negative
"Remembers vaguely what it felt like to sleep-in b4 kids. So far we've played bball, golf &amp; playdoh. @sarahstelmok no nap in my future ",negative
good morning! Me so sad bc Patty is not here ,negative
Built a Toshiba Satillite Hackintosh ,positive
"@mOnsietOnsie Probably because I told to them to hold my app process til Bodie was well again   Thats what I get, right?! geesh!",negative
http://twitpic.com/6oiq1 Tititititittitititio  I miss you ,negative
@vestokes here's the @LifeRollsOn http://bit.ly/bwJ6O tee link. ,positive
@hfiguiere you should svn up the Subversion sources ,positive
just watched amazing race and is super pumped victor and tammy won! and cant wait for the DH season finale next sunday! ,positive
"damn, I need to sleep!!!! Orientation early in the morning ",negative
"Morning! Lovely weather again today, not! ",negative
I am not poorly sick like @loobydo but I am not a happy bunny - I ache ,negative
Just spent a lovely day in St Kilda with @joshsharp  very tired now. Nap time when we get home.,positive
I'm soooo thirsty! I want a slush puppie! That would be rather fabulous!!  Clearly haven't got one though! Boooooo :/,positive
My Twitter is stll crazy ,negative
@Isle_Esme12 hahaha no my heart actually just broke right now bc anoop had my tweet faved and today it is unfaved. ,negative
is off to vote ,positive
-en to Marias then to My house and we played guiter hero.. By then it was seven.  another summer day well spent.,negative
I can't think of a  way to accurately describe last night; even &quot;horrific&quot; would be an understatement. Day of Silence today. No talky. ,positive
@overcastkid_x :O me thinks they need a shlapp abbie ,positive
@crownjr I'm going to message you a story...in parts of course ,positive
ok so i made a background for my sister and it's soo blur. ,negative
@lucylemon LOL I know we got the wrong one to start of with it was just an expensive fancy pedometer with no gps ,negative
Chuck is up WAY too early! Punk ass jury duty.... ,negative
"@hiimkevin whatevs, you're all emo with your  faces",negative
I won't get a chance to put in my FOB question in so I'm a little bummed but I'm watching Jim Gaffigan: King Baby so it's all good  BACON!,positive
$170 for a full head of bleached foils and cut. That's suprisingly cheap. Will have lighter hair on Friday~ Yoshhhh. ,positive
Which sucks because it's so nice outside.....and im going to miss out on a fun evening ,negative
Good Morning and God Bless! I'm going to get my church in! I do apologize that I will not be able to tweet during see you soon though. ,positive
SPOTTED:  flower tube top hot and affordable    http://bit.ly/h79uC,positive
"Woke up, killer soar throat  It hurts soo bad, i need some tea.",negative
meeting up with @jonathanhochan at New Hope ,positive
just got pulled into the pool by three lil kids at Van's place... haha ,positive
home. just a few more minutes ,positive
@oliviamunn haha i went to the same high school as mr. miyagi  no joke ...have a great shoot tomorrow,positive
HISTORY ESSAY ,negative
@minalpatel Any more types of glassware you'd like to share with us? I've seen two exciting glasses now...  ,positive
@criistina26 here it's winter Â¬Â¬ i miss the summer!! haha  where r u from?,negative
Work sucks when your here all day ,negative
@IamLizziee happy 20th birthday lizzie ,positive
I miss my lappy and my daddy ,negative
@UndigestedHusks Hey I bet you can find me a terabyte IDE drive... ,positive
@thebostonian ÏÎ¹ Î­ÎºÎ±Î½Î± ,negative
I want my mommy  I'm tired of being the bad guy.,negative
- @minxlj hope you get better soon ,negative
Work is over....Time 2 watch the Lakers go 2-0 ,positive
Over dosed on red wine last night and went partying till abou three. Feel so il am chubbs is gna wana go to the gym in an hour ,negative
@DavidArchie you're really cool~!! you always smile  can't wait for your concert on Saturday ,positive
"Working on a Sunday, No Tango today ",negative
@Lexus73 o u would. Thrill seeker u r!    TaShA   ,positive
@_huny I concur w/ ur feelings about ppl ,negative
@hellorachael How was the big GA? ,positive
"@lilyroseallen ah, how lovely  i hope you have a peaceful and relaxing day! truly cannot wait to see you in australia. x",positive
"@islandchic hmm ok then, will trying selling later.. Now njoy Heart Break! I mean Prison break.. Watevaaa!! ",positive
I really enjoy reading @tsahil's drafts in the morning. ,positive
YARN!!! STRETCH!! well itz tyme 4 mii 2 hit thee sheetz...gotta go to work n the AM..4 thoze who r n D.C. im so jealous..havFun4Mii ,negative
Restoring new iTouch 2.  Excited to use it. Yeeeeeeeee. Goodbye iTouch 1.,positive
@howardbear I just emailed a picture of my bum to Hamish and Andy. I couldnt help it. Help Bear. I thought it may help me get that job ,positive
Watching the laker parade in english! Even though mr silva doesnt like the lakers ,negative
@_supernatural_ Hi ;) can u tell me if u have managed to mail them things yet? i have tried emailing u but with no luck ,negative
"Acabando agora o download do disco do Depeche Mode, &quot;Sounds Of The Universe&quot;. O single &quot;Wrong&quot; jï¿½ tem atï¿½ clipe e ï¿½ foda demais! ",positive
so sad steph can't talk 2 me now i really need someone 2 talk 2 and by someone i mean steph ,negative
"@Jassy1015JamZ Happy Earthday!  Get those discounts &amp; free crapola! hehe Dang, is everybody born in May? My Bday is coming up soon too. ",positive
"@mastermindmusic I really, REALLY, really miss CRUNK juice! Nobody within walking distance sells it ",negative
@nodgarb no fair! There's no beer here ,negative
@AnnaSaccone yeah so no shopping for a while haha  how was your shopping ? xxx,negative
Had a very discouraging round of golf this morning.  I really want to enjoy this hobby...,negative
off to sleep  field ministry in the AM,positive
On my way to see Casey ,positive
@ether_radio yeah :S i feel all funny cause i haven't slept enough  i woke my mum up cause i was singing she's not impressed :S you?,negative
@kpbslu06 robot chicken is a Seth Green and Breckin Meyer project ,positive
@amandahqtpie She answered DM - sounded like a rough night  ,negative
is working on his resume and portfolio and stuff! ,positive
@nataliefisher I VOLUNTEER TO BETA &amp; WON'T CALL YOU A WANKER EVEN IF YOU SOUND LIKE ONE.  i'd use much more colloquially american insults ,positive
.. 3 Destinations / 3 Choices / 3 pleasures But I Can Only Choose One  ... Miami/LA/Cali????? aaa hate it i shuld go to dis 3 places!!!!,negative
@AllieMarque i wanted to go out..ahhh pooo ,negative
i give up on trying to put the widget on my blog. It just wouldn't work ,negative
7 Hour Energy= Fail. Lasted maybe 7 minutes ,negative
@royalshortness submit ,positive
"I'm so shaken, I can't think straight and I'm worried, hell worried ",negative
"and i made an artist profile on myspace, now with a player: http://www.myspace.com/theshuqq    have a good day. ",positive
is very sad because she upset someone today...if they didn't care so much i may not have...didn't mean to and i HATE that i did ,negative
"@HungryGirl I have that same Twitter/FB problem! I finally got FB on the phone &amp; don't think it's poss.  If u find out how, let me know!",negative
@AllyROcKMoNsTer haha no prob.  what you up to?,positive
is @ work... ,negative
@mtvawards can other countries view the live feed as well? Thanks for your time. ,positive
 poor mitch. ASHLEY!,negative
No internet at work  I can't fix my resume and email it to the new spot,negative
@HighRateReturn Seems it's Texas. Trying to be fast on the draw caused me to send the wrong answer. *sigh* ,negative
@LO49 he did and then threw his headband at someone!  not me lol,negative
hitting a all time low drinking my wine outta a martini glass ... I'm too short to reach the right glass ,negative
im so bella sittin here cryin and so emotional because im lonely sucks tho ,negative
I now understand why people choose to run away. Why they choose to be homeless. And why they choose to commit suicide... ,negative
"Gosh, Don't you hate those guys who are just so damn perfect but he will never go for you? ughhh ",negative
@JackAllTimeLow I think I'd enjoy it more if it wasn't so smoky  but we'll probably go!,negative
@sovicaryn Roast Chicken TIME!!! ,positive
i have far to many random updates than im never gonna reaad and HEIIII CHANNELLLE ,positive
"Just 2,900 points now till I hit 60,000 gamerscore  what can I play to boost quickly?",positive
"Ok so I couldn't do it, it was THAT nasty! So instead I'm eating sushi! ",positive
"Seems I'm not only going to Ocean Terminal today with my sis, but also on a picnic with my aunt, uncle, and their new puppy. ",positive
@oooola thought u was gonna grab sumten 2 eat w/ me ,negative
@SperoAmor noia! Oh dear lord. Hell no I'm gonna be cool ,positive
@ivooka12 I THINK I need to see you ,positive
"@MWJ1231 Goodly morning sweetie  Is a beautiful day here, so gonna workout, then mow the lawn Luvya n Huggles",positive
@avephoenix   LOL!  I can't see myself writing a book on SolidWorks anytime soon....too many irons in the fire already.  ,positive
@HomerSapiens you're hysterical! Thanks for all of the morning laughs. (via @SeasonedLover)You must mean moronic laughs! ,positive
"@idesignstudios doing pretty good as well. still in romania, enjoying life ",positive
"@flawnt friendly- yes, harmless- yes, Classic reading girl- yes, simple- not so much   Whatcha writing?",positive
"@riskyrevenge Wait, what? Sick? ",negative
"Mmm 5.5 hours, over 100 dollars a night? Okay ",positive
"My soul no longer has the desire to twitter, because natalie and tim can't see them from their phone ",negative
à¤à¤¾à¤¨ à¤à¤¤à¤¾ à¥¨ à¤¦à¤¿à¤µà¤¸ à¤¸à¥?à¤à¥?à¤à¤¿.... à¤à¤«à¤¿à¤¸ à¤ à¤à¥à¤à¤¶à¤¨ à¤¨à¤¹à¤¿... à¥¨ à¤¦à¤µà¤¸ à¤«à¤à¥?à¤¤ à¤®à¤¾à¤?à¥?à¤¯à¤¾ à¤¹à¥à¤à¥à¤² à¤®à¤§à¥ à¤¬à¤¸à¤¨à¤¾à¤°. à¤à¤°à¥ à¤¹à¥ à¤à¤¦à¤¿ à¤ªà¤¨ servicing à¤²à¤¾ à¤à¤¾à¤à¤¾à¤¯à¤à¤¿ à¤à¤¹à¥.... ,positive
@jy6 interesting.. maybe time for new phone for better pix? ,positive
@jordanknight Congrats another no tink tweet ,positive
@routhietootie Camilla! I love your eyes! You have the cutest face! and the most gorgeous figure. Really good actor. ,positive
Everything is jumping; I fail at screen capturing ,negative
@PKGulati Hello sir  Are you coming tonight to the tweetup ?? ,positive
"a lot of you asked where i went.. and my reply is, i cant tell hahahahah ",positive
the best thing in my life has officially come to an end ,negative
wow... i actually learnt something from revising... physics is shit ,positive
"@optimistic_vamp Haha, yeah, your right, such as where u wrote LMFAO.....oh my goodness. ",positive
@klandmiles NICE! Like the flowing hair.  What super powers have you got?  I'm a modern version if this guy  http://is.gd/ttcp,positive
#firstrecord i actually have no idea  *think* my first cassette was Hangin' Tough by NKOTB. first 7&quot; Leave A Light On by Belinda Carlisle!,negative
super excited...my 2nd startup is already getting me revenue ,positive
Hahaha whateverrr ,positive
@travelin_gypsy @nkotbloribTwaitter) is down.  This is the only way I can tweet from the office.  I feel so disconnected... ,negative
"@culturepulp I hope everything's ok!?! I got nothin' on the ideas front. Except, you know, envy that you can draw and I, alas, cannot. ",negative
Ohh this heart of mine  some day.,positive
Potstickers never tasted so good ,positive
They spilled mad champagne on my laptop hopefully it still work ,negative
"@Dominiquee_ I dont know, im sorry ",negative
@Saraa_xD What I TRIED to say was 'it seems like the people of Facebook don't agree'... I guess I fail  -cries-,negative
"@pureelite Thankss  Someone sent me another text this morning saying happy birthday, was from that number I told you about last night LOL",positive
Going to skate with Kody in just a lil bit! Woo! ,positive
last monday religion class ,negative
I miss UVgay ,negative
My grandmother has Pneumonia and they admitted her into the hospital ,negative
is thinking she's too tired for transformers ,negative
I cant fall back asleep ,negative
@Michael_Maurice Oh same here. Miss the good ol' times of Lawrence and Ashley musically together. ,negative
"is taking a nite off &amp; gonna laguna beach it up with her best girl, homemade cookies &amp; tea.. ",positive
Critique with skees sucks. I've had about two hours of sleep and I feel like death ,negative
"@ScottRhodie Ah, didn't know about it and no, hitting the gym, then the bed. I am crook ",negative
@horstp funny that. We had outgoing email issues most of the day too. Thank the gods for seperate adsl2 connections ,positive
Bored in my car and @livelikesin won't call me. ,negative
I do @TanyaMorgan .....its alll about motivation. in theory ,positive
@clairemalvarez heyy! see you tomorrow! look for me as well! ill be wearing a black dress!  l0l,positive
@beautyfulashley U said ok but you're not in my followers ! ,negative
I guess @mikeyway mad at me because my message to him.He made update a little .I felt guilty myself about .hope im wrong about my thought ,negative
@jaykpurdy arent we such amazing fans? we voted for you guys @ http://musiqtone.com/ and made you in the lead. we also made you pass jb ,positive
@Joycicle78 Nooooooo! Thats so upsetting. I'd love to meet her. ,negative
"@CruciFire Ya, hostel timings suck! Though it gives me a reason to gorge on snacks and chocolates at midnight! ",positive
Sims 3 comes out tomorrow ,positive
"@jordanknight TINK = Twitter wink, fart, sneeze, burp... please, just tell us what it means. I need to get to bed ",negative
"@officialkris Congrats, Kris for a well-deserved win.  Anyway, I thought you said twitter is evil? ",positive
@luvstampin Ooohhh tell me what ya think. We want to take the kids to see it ,positive
@niqya @30seconds2paija my head hurts and im sooooo tired ,negative
i missed JONAS and the new iCarly movie (iDate A Bad Boy). I was out all afternoon ,negative
"74 followers! Comeeee onnn, follow me TWEETS! ",positive
wishes she was out with old friends tonight  oh well tomorrows another night ;),negative
@traceob1 Clare Danes? in which movie? I'm confused ,negative
"@NLPJoost LOL, will polish ur ego from time to time if you like  Do you use EFT as well? I find it's a powerful combination, NLP &amp; EFT",positive
@serafinowicz Bargain! 53 free!   She can now be on Stars on Their Eyes!,positive
"Computer updated and raring to go, I love a little housekeeping ",positive
opps I meant night ended up cool in Atlanta-the W poolside at night was lovely ,positive
ok so nobody wants to say hi ,negative
"@kimberly625 yay, my lil bro is very exited. I wish I had enough money to buy   him a vip tix.  He even says that he looks like david.",negative
Thank you MTV for the &quot;Best Male Performance&quot; !!!!!  I had a great time!,positive
i got a rash on my legs  fuck that shit!!!,negative
@msballin that was too much fun! ,positive
STILL NOT DONE WITH PAYROLL. was supposed to be off at 4:30. i have a headache ,negative
"gonna try a shout-out back to @barrysouthgate (brand new to this, so i may do something twittery   here goes....and click &gt;",positive
"All those Kobe-Lebron commercials have been a total waste.  If u still think the L's rigged, it's probably rigged for the Lakes, 30 times?",positive
@CeladonNewTown  Clean Me!,negative
"@cindyjulia GK!!! gue udh forever and always jasper, with adis ",positive
@mjjames Heh; thankfully I've realised what I'm doing. I'm not watching that Channel 4 reality TV programme ,positive
"@pornprom I'm here, just not feeling talkative lately... lots on my mind ",positive
The big day's finally here!! ,positive
@Danni41 I had this song on my mind yesterday too. ,positive
@iamjonathancook WHY ARENT YOU GUYS COMING TO TORONTOS WARPED TOUR DATE ?! same with atl. whatta dissapointment ,negative
getting ready 4 work!  huff huff,negative
@NHBS Thank you! @jonbergan got them from the same place we got our wedding cupcakes! Same flavours! Very cool surprise. ,positive
Is Peacefully enjoying is bowl of cereal.  Had a great night // Wants to figure out today's plans so he can go about his life,positive
Next week: @RubyRose1 is on Australias next top model ,positive
"missing my brother 2day it would be his 48thb-day luv u bro, miss u terribly  sad",negative
winter is here &amp; i'm freezing my ass off! ,negative
On the train....one stop from home feeling my 2 martinis ready to get n the bed n get n some trouble ,positive
Rearranging the room ,positive
Cant eay all my jelly and icecream ,negative
@aaroncorby altho i have been texting @5LiveF1 but havent heard mine ,negative
I realllyyyyy miss winterbreak  oh the memories,negative
@ahj Do you really reply to people?  I never get any replies because I am nobody of importance ,negative
Is so excited for Stef to come visit!  Watch out Denver ,positive
@erineaustin @____@ Ohhh man! But yaaay for a whole day! ,positive
@RetroRewind And I can't believe you barely went to the dentist today! Hasn't it been like weeks already? Hope you feel better! ,positive
my mom is crying  im sorry mom. iloveyou.,negative
Just met a friend I like! She's one of my friends I went to Franbe with   Talking with her made me happy.,positive
I gotta charge my phone and it won't be right next 2 me so I'll have 2 talk to u manana mi carino ,negative
@redcarwire When is the CD officially coming out? All of us over here in Georgia are lonely without your music! ,negative
"@untitleddesign You missed a great Carb Clinic. Check the pics out on my Facebook profile! And no DartNet either? Tisk, tisk. ",positive
just woke up!!  off to Westfield in a while. AGAAAIIN - COMMENT*SUBSCRIBE http://youtube.com/anyuhh ; http://anja02.multiply.com/video,positive
can't figure out at what time(french hour) the new moon trailer will be up since I can't watch the MTV movie Awards from Paris... ? ,negative
@jlc16074 I sent you another idea. ,positive
My back shoulder jaw and leg hurt  and I've had a hard time sleeping ,negative
@reneeporsia  Thank you...Most people tell me that it makes me look fat,positive
Going to sleep. Work in the morning ,negative
Shit dead for science exams tomorrow ,negative
@JuliaBall I did give him a bit of  a ribbing as we were walking around Tesco... 'effin Twitter!' was his reply...  ,positive
I am sure the artist would knock off 10% for fellow twitter followers ,positive
the perks of my mom working at the high school is I get free ice cream and I get to watch my old teachers act like freaks ,positive
Success! Bridget. Erica and myself went out tonight. We were show stopping all the way ,positive
Seems to have lost her profile pic ,negative
internet connection today = granny speed ,negative
@princessjackie3 hey thanks for following me ,positive
@paulinahearts haha don't even whatt??? btw you didn't call me back last night  ouchhh. that hurt me baddd. lol.,negative
@skiNZ_Official woohooooooooooo!! is stalking ya! ,positive
@_edwardian i'm excited now. just about twitter. ,positive
really bummed about georgia theatre! ,negative
"@craftymaddie Morning. Same here, I need about 5 or 6 coffees before my brain kicks in ",positive
i really miss pushing daisies  how dare they cancel it! what bums.,negative
"Not sure what is going on with the *job* front...no news, which is bad news. ",negative
Five days xcable NE wind. Bet the lads will be out to bag those Okeford &amp; Maiden Castle records. And I'm stuck in Dartford ,negative
My throat is still soreeeee  I can't wait until this is overrrrr,negative
Otay  =D I pwomise . . Haha so is mine? =D oh my what a ko-inky - dink,positive
just spent a ton of time with the rromate it was great felt like old times ,positive
of course I'm not going swimming that would mean my family liked eachother and wanted to be together ,negative
"At home, and bored as hell. The Lakers 2-2 ",negative
Swimming with Mariah. Good times! ,positive
"If he has a twitter, i wonder if they let gay guys have them, oops sorry perez hilton   .EllieBadge&lt;3",positive
@WalllessFury Thanks! ,positive
Bought a jacket nd dyin 4 a puppy I want a blck morkie soo cute brii nd I died wen we say it soo sweet fun times missed @stacyxkiss tho ,negative
i vow to be better with time management by the end of the summer ,positive
Work is lame got my computer back but still no internet.  Come on ppls work with me here. ,negative
Wishes he was in San Francisco at WOWODC and WWDC  ... there's always next year I guess.,negative
"I had a positive, productive day. Feels good. ",positive
My Take That tickets have arrived - hurrah!!! ,positive
@LoveMaryBaxter i didnt get it  i need to start qoin back...kiiksz is doin my hair today,negative
@yaboiksar I outta make you go in with me. You would look like my little sister and I'd not look so funny. ,positive
Knights Lost? What a bad week for me &amp; the League  first NSW now Newcastle. Last hope is Dragons 2moro night!,negative
ugh sO far day has started Off bad  hOpe it gets better,negative
@mileycyrus    where are u going girl?,negative
"@chods70 same to you mate, wasn't me on the ps2 as one of the few consoles I've never owned ",positive
"cant sleep at all, but curious about someone else's tweet..........coincidence? hopefully not because she is too cute ",positive
Just back from Germany  I miss it!!!,negative
"@gardeninggeeks wow you're my first follower.  I assume that's from my Oprah message. lol.  Anyway, thanks. ",positive
@apllusk what? ,negative
@araia1906 hahah i know. they're almost gone ,negative
@missycaulk - no problem. I'll make the fix. ,positive
"Damn, black kid's gone! He was tight ",negative
Finally got twitterfon up &amp; running ,positive
@kistaro Don't worry about that; once the bedroom is full there's an entire house left ,positive
"@Bkk_Saluja i'm DYING to visit thailand, so hopefully 2010! why don't you meet me in India this fall? or better yet - the states?? ",positive
Morning all  interweb connection borked here...joy! ,negative
@JackAllTimeLow I wanna pre-order it through gk but I can't decide on which shirt I want. ,negative
iPhone SDK &amp; I are going to become friends today. Even if it kills me ,positive
dealing with work politics ,negative
Is the smelly kid ,negative
@Jonasbrothers I'M GETTING IT TODAY AND I CANNOT WAIT! When I woke up and realized today it was out I screamed out of excitement. ,positive
http://twitpic.com/7w0h0 - My dog &quot;Teddy&quot; .. still don't know what his breed is... ,negative
"@rustyrockets its my 21st next week would it be possible to have an early birthday tweet, it will definately cheer me up today  x",positive
@lfiasco I just wanted to tell u that i respect your music and find u 2 b cute ,positive
@sophiecyrus http://twitpic.com/6rlaw  1 of 2 pics for you.,positive
@ijustine .... I did not missed a single episode... ,positive
@LatexAlexX Have FUN ! And please don't forget to post some pics  !!,positive
Italian Shaved on the mall is D-licious and all over me!!!  and my printer...  But it is D-Licious!,negative
why oh why does my sharp &amp; perfect artwork look horribly fuzzy when uploaded to vistaprint? ,negative
Aww I burned my tounge on my dinner :'( I think they should invent tounge plasters cause I can't put one on ,negative
Oh man. Just remembered (a few hours too late) that we were supposed to see Ladytron tonight.  FAIL,negative
Did I miss something? What is with all the sudden Danny Gokey hatred? ,negative
@LaurenConrad Hey LC!! Could u like give me a copy of your book? I'm from a 3rd world county and can't afford it. Not available in here ,negative
@erindunford i need new brakes too  gettin em tomorrow.,negative
paperwork     I need a minion for this.,negative
@billder i'm back in July. I'd like to plan a happy hour or something. ,positive
ATTN: Web/Graphic design people.  http://bit.ly/8981u,positive
@cassieventura over here in aus its the frist day of winter.  i miss summer ,negative
Following P!nk  (L)(L),positive
@ArcadianDreams I'm trying interplanting nasturtiums all through my veggies to hopefully keep the bag bugs away. like the squash borers. ,negative
"@Saaamm @KaylaBall we shouldddddd, all my exams are over june 22nd but then i have work experience but i have a load of free time ",positive
I chose a very bad day to leave my coat at home... Its hammersmithing it downe ,negative
Going to call @derbu at exactly midnight (atomic time) and sing him happy birthday. ,positive
@andrewbadera I was a latch key kid. I remember one summer when Guns n' Roses November Rain video seemed like all they played ,negative
@IrishMel21 Hubs needs 2 BACK OFF! Poor A! ,negative
nope...my head's gone. can't concentrate at all on what I need to do ,negative
@kitrodiek damn procrastinators. Always behind. get it done so you can get out there tomorrow...... ,positive
@SarahP_85 Sarah   I hope everything is okay...what's going on??? xx,negative
"@scarstream bad memories? oh well. ingat. as for me, i'm off to church. PS: bring a journal and write ur thoughts ",positive
@themaninblue nice! Congratulations ,positive
Got a 32oz soft drink from QT...my day is THAT much better now ,positive
@GorgeousLannie babe u got the case of the mondays  ( I don't know what that means but white people say it so I guess it is cool ,positive
won points in the office F1 betting. but lots of people ahead of me coz i didn't bet in the first race ,negative
"Whole yellow tail fish, creamy mac and cheese. PassionFish. Coffee gelato-had to say no but damn that was a good taste ",negative
"On the list of park closures - Calaveras Big Trees SP, where I'm headed this weekend. So glad to be visiting before it's too late. ",negative
Just post tons of my Bali vacation photos to my facebook. Makes me miss Ubud  want to go back! Its too shortttttttt,negative
"@tommcfly oh, im so glad you are calm now. its not a big deal, we love you ANYWAY, no matter what!  have a nice celebrating.",positive
...sick and i hate it  last podcast of belgrade clubbing http://www.zshare.net/audio/59492816519ef9a0/,negative
bin up since 7.30 bin for a run and then Tescos and just caught up on neighbours!  work at 2.30 ,negative
just saw Knowing and really wants those two hours of her life back ,negative
"@WilliamSledd YAY! WILLIAM! i saw your video and i'm sorry about what happened, i hope it gets better soon ",positive
@dlynchtn I wish! You want to fly the team up? ,positive
http://tinyurl.com/nd9w7x #honda #fuzo damn... i want this! where i can put a preorder? ,positive
@Elijahbutterz got any pics of the whole jacket? ,positive
Lost her voice ,negative
@HospitalityMan LOL! That's brilliant  and sooooo true,positive
@KayKay18 I hope Jillian is happy with her pick as I like the gal.  Just don't like many of the guys. *LOL*,positive
"@Moonshayde Manchester! It's getting busy now, well busy in the sense theres planes everywhere ",positive
@FabMissK its on my i pod and honestly you bitches don't have to take subways... books aren't fun there ,negative
"@spookychan ah, the dude giving poop injections to the kid was really screwed up ",negative
@BrooklynYICSG: thank you.  @KaceyDaMac: and i hope so. i just trying to be the best daughter i can be to be able to get one...,positive
